run,prompt_file,prompt_id,dataset,judge_model,language,dimension,protocol,protocol_name,system_chars,user_chars,messages
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_135637_bleu_bestmbr__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1113,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_135637_bleu_bestmbr__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1148,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_135637_bleu_bestmbr__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1486,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_140926_QUARTZ_TuneReranking__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1008,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_140926_QUARTZ_TuneReranking__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,992,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_140926_QUARTZ_TuneReranking__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1027,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_140926_QUARTZ_TuneReranking__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1365,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137626_Online-W__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1017,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137626_Online-W__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1001,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137626_Online-W__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1036,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137626_Online-W__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1374,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_132162_eTranslation__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1190,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_132162_eTranslation__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1174,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_132162_eTranslation__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1209,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_132162_eTranslation__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1547,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_149698_Lan-Bridge__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1068,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_149698_Lan-Bridge__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1052,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_149698_Lan-Bridge__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1087,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_149698_Lan-Bridge__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1425,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_140846_SRPOL__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1192,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_140846_SRPOL__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1176,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_140846_SRPOL__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1211,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_140846_SRPOL__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1549,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_149694_Lan-Bridge__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1181,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_149694_Lan-Bridge__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1165,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_149694_Lan-Bridge__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1200,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_149694_Lan-Bridge__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1538,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137352_HuaweiTSC__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,874,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137352_HuaweiTSC__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,858,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137352_HuaweiTSC__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,893,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137352_HuaweiTSC__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1231,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_131921_Online-Y__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1394,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_131921_Online-Y__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1378,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_131921_Online-Y__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1413,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_131921_Online-Y__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1751,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_144219_bleu_bestmbr__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,910,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_144219_bleu_bestmbr__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,894,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_144219_bleu_bestmbr__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,929,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_144219_bleu_bestmbr__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1267,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_133198_Online-A__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1438,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_133198_Online-A__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1422,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_133198_Online-A__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1457,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_133198_Online-A__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1795,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_136507_Online-Y__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1480,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_136507_Online-Y__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1464,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_136507_Online-Y__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1499,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_136507_Online-Y__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1837,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_141834_Online-W__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,930,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_141834_Online-W__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,914,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_141834_Online-W__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,949,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_141834_Online-W__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1287,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_135308_PROMT__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1114,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_135308_PROMT__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1098,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_135308_PROMT__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1133,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_135308_PROMT__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1471,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_146707_HuaweiTSC__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1054,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_146707_HuaweiTSC__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1038,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_146707_HuaweiTSC__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1073,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_146707_HuaweiTSC__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1411,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137975_Online-A__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1588,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137975_Online-A__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1572,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137975_Online-A__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1607,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_137975_Online-A__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1945,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_143037_comet_bestmbr__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1250,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_143037_comet_bestmbr__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1234,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_143037_comet_bestmbr__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1269,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_143037_comet_bestmbr__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1607,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_144882_SRPOL__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1086,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_144882_SRPOL__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1070,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_144882_SRPOL__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1105,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_144882_SRPOL__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1443,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_138676_Online-G__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1021,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_138676_Online-G__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1005,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_138676_Online-G__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1040,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_138676_Online-G__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1378,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_132520_HuaweiTSC__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1001,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_132520_HuaweiTSC__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,985,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_132520_HuaweiTSC__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1020,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_132520_HuaweiTSC__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1358,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_138569_Online-G__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P0_direct_english,Direct English rubric,72,1184,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_138569_Online-G__P1_target_rubric__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P1_target_rubric,Target-language rubric,72,1168,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_138569_Online-G__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1203,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_en-ru_138569_Online-G__P3_bilingual__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,en-ru,translation_quality,P3_bilingual,Bilingual rubric,72,1541,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_117202_M2M100_1.2B-B4__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P0_direct_english,Direct English rubric,72,1173,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_117202_M2M100_1.2B-B4__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1306,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_114184_LanguageX__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P0_direct_english,Direct English rubric,72,1182,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_114184_LanguageX__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1324,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_120992_refB__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P0_direct_english,Direct English rubric,72,1142,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_120992_refB__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1286,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_126088_Online-Y__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P0_direct_english,Direct English rubric,72,924,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_126088_Online-Y__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P2_explicit_pivot,Explicit English pivot,72,990,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_111763_HuaweiTSC__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P0_direct_english,Direct English rubric,72,858,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_111763_HuaweiTSC__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P2_explicit_pivot,Explicit English pivot,72,894,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_113566_refB__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P0_direct_english,Direct English rubric,72,1369,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_113566_refB__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1388,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_109399_Lan-Bridge__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P0_direct_english,Direct English rubric,72,1107,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_109399_Lan-Bridge__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1216,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_116464_comet_bestmbr__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P0_direct_english,Direct English rubric,72,1331,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_116464_comet_bestmbr__P2_explicit_pivot__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P2_explicit_pivot,Explicit English pivot,72,1508,2
wmt reference n30,data/prompts/wmt_mqm_n30_prompts.jsonl,wmtmqm_2022_zh-en_122828_JDExploreAcademy__P0_direct_english__gpt-4o-mini,wmt_mqm_human_evaluation,gpt-4o-mini,zh-en,translation_quality,P0_direct_english,Direct English rubric,72,996,2
